pos_tag,count,percentage,mean_document_ratio,unique_modalities
NOUN,7793422,16.12920062935452,16.066240144497794,77358
PROPN,1407971,2.9139249407144794,2.9704428409155113,81158
VERB,6627455,13.716125131812287,13.747413348075089,19737
ADJ,1536522,3.1799730092143186,3.193083614134957,18963
ADV,2575149,5.329506713672335,5.378415988000545,2222
